,CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
98,100,Adams,25,0xE6100000010C34BFF5BC761440409E18A3BFE1A356C0,,1,2013-01-01 00:00:00,
99,101,Adams,44,0xE6100000010C610619B7874A4240C982781332C455C0,633.0,1,2013-01-01 00:00:00,
100,102,Adams,28,0xE6100000010C8AEB7310CF3A4440A639C31EA42058C0,573.0,1,2013-01-01 00:00:00,
101,103,Adams,38,0xE6100000010C363AE7A738E24640AD776E90FFA35DC0,350.0,1,2013-01-01 00:00:00,
102,104,Adams,24,0xE6100000010C676325E659C845408A37D7D5092E57C0,787.0,1,2013-01-01 00:00:00,
103,105,Adams,33,0xE6100000010CCC2FDEEA94E74540F58B6DAD8A0153C0,1775.0,1,2013-01-01 00:00:00,
104,106,Adams,22,0xE6100000010CAD855968E74F454056BABBCE864752C0,5515.0,1,2013-01-01 00:00:00,
105,107,Adams,35,0xE6100000010C5C8242F3EF354840F90E23290E8558C0,127.0,1,2013-01-01 00:00:00,
106,108,Adams,52,0xE6100000010CAB251DE560FA4540AD4B32175D7456C0,1967.0,1,2013-01-01 00:00:00,
107,109,Adams Center,33,0xE6100000010CDD7D8E8F16EE454031957EC2590053C0,1568.0,1,2013-01-01 00:00:00,
108,110,Adams City,6,0xE6100000010CCB924AC2CFE94340EF94698F723B5AC0,,1,2013-01-01 00:00:00,
109,111,Adamsburg,39,0xE6100000010CC53DF1F7E62744405A09826CFEE953C0,172.0,1,2013-01-01 00:00:00,
110,112,Adamstown,39,0xE6100000010C22179CC1DF1E4440871167EA9A0353C0,1789.0,1,2013-01-01 00:00:00,
111,113,Adamstown,21,0xE6100000010CC194DCBCCCA74340E6C704A1615E53C0,2372.0,1,2013-01-01 00:00:00,
112,114,Adamsville,46,0xE6100000010C4B7A731310214340799A2732CE325CC0,,1,2013-01-01 00:00:00,
113,115,Adamsville,45,0xE6100000010CFB8B4578204D3F40BA275998CF8A58C0,,1,2013-01-01 00:00:00,
114,116,Adamsville,39,0xE6100000010CBCEF73D76DC14440559BA49EAA1754C0,67.0,1,2013-01-01 00:00:00,
115,117,Adamsville,44,0xE6100000010C10D31973329E4140A75B7688FF1856C0,2207.0,1,2013-01-01 00:00:00,
116,118,Adamsville,36,0xE6100000010CC780ECF5EE0844403F1FC07D787854C0,114.0,1,2013-01-01 00:00:00,
117,119,Adamsville,1,0xE6100000010C7632DD90EBCC4040CF00CDD630BD55C0,4522.0,1,2013-01-01 00:00:00,
118,120,Adario,36,0xE6100000010C560E2DB29D774440CB4D2F8CCF9C54C0,,1,2013-01-01 00:00:00,
119,121,Addicks,45,0xE6100000010CA2BA14B24EC83D402CBD91D41DE957C0,,1,2013-01-01 00:00:00,
120,122,Addie,34,0xE6100000010C65EA09A6F5B341404DCF053F3BCA54C0,,1,2013-01-01 00:00:00,
121,123,Addieville,14,0xE6100000010C81B053AC1A324340296A7A9A5D5F56C0,252.0,1,2013-01-01 00:00:00,
122,124,Addington,37,0xE6100000010C47DA4A46CE1F4140E2AC53A8687F58C0,114.0,1,2013-01-01 00:00:00,
123,125,Addis,19,0xE6100000010C26AF29EB925A3E403293A817FCD056C0,3593.0,1,2013-01-01 00:00:00,
124,126,Addison,1,0xE6100000010CD2D73DC3E5194140215DC7139CCB55C0,758.0,1,2013-01-01 00:00:00,
125,127,Addison,23,0xE6100000010C6094FB7843FE4440190DCF01381655C0,605.0,1,2013-01-01 00:00:00,
126,128,Addison,14,0xE6100000010C32E884D041F744408CCC6D0C4BFF55C0,36942.0,1,2013-01-01 00:00:00,
127,129,Addison,33,0xE6100000010C85AC133C2A0D454072CFA91AF34E53C0,1763.0,1,2013-01-01 00:00:00,
128,130,Addison,39,0xE6100000010C3F654689A7DF4340AF905E79B5D553C0,207.0,1,2013-01-01 00:00:00,
129,131,Addison,51,0xE6100000010CDF14FB70353D4340CCAB8438201A54C0,776.0,1,2013-01-01 00:00:00,
130,132,Addison,45,0xE6100000010C57CF49EF1B7B4040E597C118113558C0,13056.0,1,2013-01-01 00:00:00,
131,133,Addison,20,0xE6100000010CA441C010284F464007962364A0EF50C0,605.0,1,2013-01-01 00:00:00,
132,134,Addison,36,0xE6100000010C3881E9B46E714340CB958B425C8954C0,,1,2013-01-01 00:00:00,
133,135,Addison,47,0xE6100000010C975D8B71590B46403543AA285E5352C0,,1,2013-01-01 00:00:00,
134,136,Addison,52,0xE6100000010CE583F9861DB64540FE5D4480F81756C0,,1,2013-01-01 00:00:00,
135,137,Addy,50,0xE6100000010C1B07A8BA912D48407090B52B99755DC0,268.0,1,2013-01-01 00:00:00,
136,138,Addyston,36,0xE6100000010C4106973380914340B0C8AF1F622D55C0,938.0,1,2013-01-01 00:00:00,
137,139,Adel,11,0xE6100000010C5D1CF0541B233F402E84E6841ADB54C0,5334.0,1,2013-01-01 00:00:00,
138,140,Adel,16,0xE6100000010CBD8C62B9A5CE4440E50D30F31D8157C0,3682.0,1,2013-01-01 00:00:00,
139,141,Adel,38,0xE6100000010CF75965A6B4164540A064BCF781F95DC0,,1,2013-01-01 00:00:00,
140,142,Adel,27,0xE6100000010CE8A969728C834740AA285E65EDE75BC0,,1,2013-01-01 00:00:00,
141,143,Adelaide,50,0xE6100000010C3C9688015CAA47401BDC31D010975EC0,,1,2013-01-01 00:00:00,
142,144,Adelanto,5,0xE6100000010CEECB3E34984A414017821C94305A5DC0,31765.0,1,2013-01-01 00:00:00,
143,145,Adeline,14,0xE6100000010C978B9D9559124540E5F27A8B625F56C0,85.0,1,2013-01-01 00:00:00,
144,146,Adelino,32,0xE6100000010C83802150A25B41407A7885F4CAAE5AC0,823.0,1,2013-01-01 00:00:00,
145,147,Adell,52,0xE6100000010C143136BE40CF454080A6142AEEFC55C0,516.0,1,2013-01-01 00:00:00,
146,148,Adelphi,21,0xE6100000010C723CFABA678043400395F1EF333E53C0,15086.0,1,2013-01-01 00:00:00,
147,149,Adelphi,36,0xE6100000010C46065ED2BDBB434083F755B9D0AF54C0,380.0,1,2013-01-01 00:00:00,
148,150,Adelphia,31,0xE6100000010C934550EBEC1B444096181582669052C0,,1,2013-01-01 00:00:00,
149,151,Aden,32,0xE6100000010CD9BBF550911340409274722B29C85AC0,,1,2013-01-01 00:00:00,
150,152,Adena,36,0xE6100000010CEFE2FDB8FD1B44401270630EDD3754C0,759.0,1,2013-01-01 00:00:00,
151,153,Adgateville,11,0xE6100000010C9EFF6849919C4040DE5A26C3F1EA54C0,,1,2013-01-01 00:00:00,
152,154,Adin,5,0xE6100000010C374F75C8CD984440486DE2E47E3C5EC0,272.0,1,2013-01-01 00:00:00,
153,155,Adjuntas,40,0xE6100000010C3E5F0E16A92932401F155A3137AE50C0,4406.0,1,2013-01-01 00:00:00,
154,156,Admire,17,0xE6100000010C2129D835105243407798405B980658C0,156.0,1,2013-01-01 00:00:00,
155,157,Adna,50,0xE6100000010C9F7829D082504740C3E62D68EBC35EC0,,1,2013-01-01 00:00:00,
156,158,Adolphus,18,0xE6100000010CC9BD0A3A6B5342406B195F6ABA9055C0,,1,2013-01-01 00:00:00,
157,159,Adona,4,0xE6100000010CE00731E1E18441409981CAF8773957C0,209.0,1,2013-01-01 00:00:00,
158,160,Adrian,11,0xE6100000010C98A02BB6EE43404025034015B7A554C0,664.0,1,2013-01-01 00:00:00,
159,161,Adrian,45,0xE6100000010C9C16BCE82BA341404AFBD5D292AA59C0,166.0,1,2013-01-01 00:00:00,
160,162,Adrian,38,0xE6100000010CF511F8C3CFDE4540F39F7FCC98445DC0,177.0,1,2013-01-01 00:00:00,
161,163,Adrian,26,0xE6100000010C21C9ACDEE13243403BD0F9DF809657C0,1677.0,1,2013-01-01 00:00:00,
162,164,Adrian,24,0xE6100000010CF447629346D14540A43330F2B2FB57C0,1257.0,15,2015-07-01 16:00:00,
163,165,Adrian,23,0xE6100000010C508FC8D2E2F24440B14115ED600255C0,21133.0,1,2013-01-01 00:00:00,
164,166,Advance,26,0xE6100000010CE1C84D1E608D4240CFC76B14487A56C0,1347.0,1,2013-01-01 00:00:00,
165,167,Advance,15,0xE6100000010C45AEE5DF78FF4340E8D84125AEA755C0,477.0,1,2013-01-01 00:00:00,
166,168,Advance,34,0xE6100000010C9D352ED27AF84140119436B0301A54C0,1138.0,1,2013-01-01 00:00:00,
167,169,Advance,23,0xE6100000010C5D37A5BC569C46407C8560B0F64455C0,328.0,1,2013-01-01 00:00:00,
168,170,Adwolf,49,0xE6100000010C79A7A73407654240F1715C7C406554C0,1530.0,1,2013-01-01 00:00:00,
169,171,Ady,21,0xE6100000010C1A33897AC1D1434009EBB58F4B1553C0,,1,2013-01-01 00:00:00,
170,172,Ady,45,0xE6100000010CDA26704628BE4140E041FD78798859C0,,1,2013-01-01 00:00:00,
171,173,Aeneas,50,0xE6100000010C92F8269710464840D739611DA2BE5DC0,,1,2013-01-01 00:00:00,
172,174,Aetna,17,0xE6100000010C758AFAC9BD8A42400EE3C9C99FBD58C0,,1,2013-01-01 00:00:00,
173,175,Affton,26,0xE6100000010C927307567A4643408E9C3BB0529556C0,20307.0,1,2013-01-01 00:00:00,
174,176,Afton,24,0xE6100000010C7C4F9B278D7346408EACA179253257C0,2886.0,1,2013-01-01 00:00:00,
175,177,Afton,16,0xE6100000010CDAB8B4D0848344408A35012BAC8C57C0,845.0,1,2013-01-01 00:00:00,
176,178,Afton,33,0xE6100000010C2785798F331D45405DE0F258B3E152C0,822.0,1,2013-01-01 00:00:00,
177,179,Afton,32,0xE6100000010CD51753FA53094040D49002556DBC5AC0,,1,2013-01-01 00:00:00,
178,180,Afton,5,0xE6100000010C0F3DCED9A784414020F69DBA4D185DC0,,1,2013-01-01 00:00:00,
179,181,Afton,37,0xE6100000010C1F9283154C594240D352FABB27BF57C0,1049.0,1,2013-01-01 00:00:00,
180,182,Afton,53,0xE6100000010C5D797F72CA5C4540A0AA9DBCA3BB5BC0,1911.0,1,2013-01-01 00:00:00,
181,183,Agar,43,0xE6100000010C439E6EEA4D6B464083D7D3B3C50459C0,76.0,1,2013-01-01 00:00:00,
182,184,Agate,6,0xE6100000010C3695456117BB4340085B47B04CFC59C0,,1,2013-01-01 00:00:00,
183,185,Agate Beach,38,0xE6100000010CC2A8FF07B3564640775B3343F4035FC0,,1,2013-01-01 00:00:00,
184,186,Agawam,27,0xE6100000010C96F32098FEFF474090543AB3B80A5CC0,,1,2013-01-01 00:00:00,
185,187,Agawam,22,0xE6100000010C8A2540A8E6084540AF2C2C13592752C0,28438.0,1,2013-01-01 00:00:00,
186,188,Agawam,37,0xE6100000010CA75BE9024D704140CC35E16B137E58C0,,1,2013-01-01 00:00:00,
187,189,Agency,16,0xE6100000010CBFFEDAB05C7F444071B3D36AA31357C0,638.0,1,2013-01-01 00:00:00,
188,190,Agency,26,0xE6100000010C3E92921E86D24340FB33CD855BAF57C0,684.0,1,2013-01-01 00:00:00,
189,191,Agency Village,43,0xE6100000010C674FB80D59CA4640120BC6D2514558C0,181.0,1,2013-01-01 00:00:00,
190,192,Agenda,17,0xE6100000010CE822748698DA43406684B707A15B58C0,68.0,1,2013-01-01 00:00:00,
191,193,Agnes,45,0xE6100000010C67ABDC55597D4040ECEFB61C797258C0,,1,2013-01-01 00:00:00,
192,194,Agness,38,0xE6100000010CB82638503B474540050A06216A045FC0,,1,2013-01-01 00:00:00,
193,195,Agnew,28,0xE6100000010C435B295F2B824440D58CB1B8243458C0,,1,2013-01-01 00:00:00,
194,196,Agnos,4,0xE6100000010C07C60B337E2342404986771442EC56C0,,1,2013-01-01 00:00:00,
195,197,Agoura,5,0xE6100000010C36EA7CD34F1241404213173639AF5DC0,,1,2013-01-01 00:00:00,
196,198,Agoura Hills,5,0xE6100000010C596DFE5F751141404AE768FA91B15DC0,20330.0,1,2013-01-01 00:00:00,
197,199,Agra,17,0xE6100000010C420CCFA67EE14340DDF934DDA1C758C0,267.0,1,2013-01-01 00:00:00,
198,200,Agra,37,0xE6100000010CB83A18A309F341402BF2B695583958C0,339.0,1,2013-01-01 00:00:00,
199,201,Agricola,25,0xE6100000010CC556D0B4C4CE3E40461273FF472156C0,,1,2013-01-01 00:00:00,
200,202,Agricola,17,0xE6100000010C0BBD59DEB0354340169C66263DE257C0,,1,2013-01-01 00:00:00,
201,203,Agua Dulce,45,0xE6100000010C7A8B87F71CC83B405793A7AC267A58C0,812.0,1,2013-01-01 00:00:00,
202,204,Agua Dulce,5,0xE6100000010C9CEA7F6F893F4140211C5833D7945DC0,3342.0,1,2013-01-01 00:00:00,
203,205,Agua Fria,32,0xE6100000010C41446ADAC5D3414099C008756C815AC0,2800.0,1,2013-01-01 00:00:00,
204,206,Agua Nueva,45,0xE6100000010CF74086E9D6E63A4082F79F466BA658C0,,1,2013-01-01 00:00:00,
205,207,Aguada,40,0xE6100000010C0EE3C9C91F61324077DA1A110CCC50C0,3212.0,1,2013-01-01 00:00:00,
206,208,Aguadilla,40,0xE6100000010C5DD3CD0F6D6D324048139447DCC950C0,13310.0,1,2013-01-01 00:00:00,
207,209,Aguanga,5,0xE6100000010C42AE79FAADB8404060B1868B5C375DC0,1128.0,1,2013-01-01 00:00:00,
208,210,Aguas Buenas,40,0xE6100000010CDDE05520C4413240061445A3968650C0,4204.0,1,2013-01-01 00:00:00,
209,211,Aguas Claras,40,0xE6100000010C5796E82CB3403240F30588DDD26950C0,3006.0,1,2013-01-01 00:00:00,
210,212,Agudo,32,0xE6100000010C7A843F68E2334140744012F66D135AC0,,1,2013-01-01 00:00:00,
211,213,Aguila,3,0xE6100000010CB9F880E5ADF84040C4978922244B5CC0,798.0,1,2013-01-01 00:00:00,
212,214,Aguilar,6,0xE6100000010CF8C66BB98EB342402AF7A7F9CF295AC0,538.0,1,2013-01-01 00:00:00,
213,215,Aguilares,45,0xE6100000010CC04F66CDD9723B4066C3F58395C558C0,21.0,1,2013-01-01 00:00:00,
214,216,Aguilita,40,0xE6100000010C4613DED4F605324085398B2837A250C0,4747.0,1,2013-01-01 00:00:00,
215,217,Ahloso,37,0xE6100000010C51556FB5985E4140408C919E522A58C0,,1,2013-01-01 00:00:00,
216,218,Ahmeek,23,0xE6100000010C2DD560753FA647405E746847601956C0,146.0,1,2013-01-01 00:00:00,
217,219,Ahoskie,34,0xE6100000010CBA21D797B6244240F23F9E02053F53C0,5039.0,1,2013-01-01 00:00:00,
218,220,Ahtanum,50,0xE6100000010C79680EFF9F4747406C8DAD0CCF275EC0,3601.0,1,2013-01-01 00:00:00,
219,221,Ahwahnee,5,0xE6100000010C99DF1FA5C8AE4240202B53277BEE5DC0,2246.0,1,2013-01-01 00:00:00,
220,222,Aibonito,40,0xE6100000010C8DC41561D4233240C12B932B069150C0,8249.0,1,2013-01-01 00:00:00,
221,223,Aid,36,0xE6100000010C72D41BFF4F4C43409E5E29CB909F54C0,,1,2013-01-01 00:00:00,
222,224,'Aiea,12,0xE6100000010C91819774EF623540B9E6E9B78ABD63C0,9338.0,1,2013-01-01 00:00:00,
223,225,Aiken,45,0xE6100000010CF0EF7DBB3612414028716770A56159C0,,1,2013-01-01 00:00:00,
224,226,Aiken,42,0xE6100000010C8210DABCBBC74040A6CE48290D6E54C0,29524.0,1,2013-01-01 00:00:00,
225,227,Ailey,11,0xE6100000010C08115FDCFC174040152EF53D34A454C0,432.0,1,2013-01-01 00:00:00,
226,228,Ainsworth,16,0xE6100000010C383F0FFFFAA44440C6F594415AE356C0,567.0,1,2013-01-01 00:00:00,
227,229,Ainsworth,28,0xE6100000010C552987606646454080B09D3935F758C0,1728.0,1,2013-01-01 00:00:00,
228,230,Ainsworth,15,0xE6100000010C3100F9B770BE4440DB0F1DA78DD055C0,,1,2013-01-01 00:00:00,
229,231,Airmont,33,0xE6100000010CA55A5540EB8C444008814BB6708752C0,8628.0,1,2013-01-01 00:00:00,
230,232,Airport Drive,26,0xE6100000010CE6E0E35D3F924240D5D7A9A8B0A057C0,698.0,1,2013-01-01 00:00:00,
